,response,distributions,probable_topic,topic_probability
18,"['bring', 'story', 'president', 'lincoln', 'assassination', 'world', 'civil', 'washington', 'classroom', 'theatre', 'distance', 'learning', 'program', 'teacherlife', 'digitallearning']","[(0, 0.45290467), (1, 0.45848832), (2, 0.035770245), (3, 0.05283677)]",,
19,"['suddenly', 'shifting', 'college', 'course', 'online', 'demand', 'effort', 'everyone', 'involve', 'burden', 'especially', 'heavy', 'adjunct', 'instructor', 'highered', 'digitallearning']","[(0, 0.68998015), (1, 0.14520738), (2, 0.066923656), (3, 0.097888805)]",,
20,"['suddenly', 'shifting', 'college', 'course', 'online', 'demand', 'effort', 'everyone', 'involve', 'burden', 'especially', 'heavy', 'adjunct', 'instructor', 'highered', 'digitallearning']","[(0, 0.68978184), (1, 0.14540564), (2, 0.06692373), (3, 0.097888805)]",,
21,"['shout', 'teacher', 'killing', 'digitallearning', 'distancelearning']","[(0, 0.76761097), (1, 0.10432327), (2, 0.051845968), (3, 0.076219805)]",,
22,"['avoid', 'information', 'overload', 'teaching', 'distance', 'distancelearning', 'student', 'teacher', 'teaching', 'digitallearning', 'elearning', 'homeschooling', 'covid19pandemic', 'edtech', 'edchat', 'expandingminds', 'keepingkidsbusy']","[(0, 0.41831112), (1, 0.060537726), (2, 0.34224874), (3, 0.1789024)]",,
23,"['front', 'line', 'cruise', 'industry', 'higher', 'digital', 'communicator', 'manage', 'covid-19', 'crisis', 'learn', 'socialmedia', 'crisiscommunications', 'digitallearning', 'smcla']","[(0, 0.3261791), (1, 0.5691166), (2, 0.042298067), (3, 0.062406205)]",,
24,"['suddenly', 'shifting', 'college', 'course', 'online', 'demand', 'effort', 'everyone', 'involve', 'burden', 'especially', 'heavy', 'adjunct', 'instructor', 'highered', 'digitallearning']","[(0, 0.68976456), (1, 0.14542289), (2, 0.06692374), (3, 0.097888805)]",,
25,"['suddenly', 'shifting', 'college', 'course', 'online', 'demand', 'effort', 'everyone', 'involve', 'burden', 'especially', 'heavy', 'adjunct', 'instructor', 'highered', 'digitallearning']","[(0, 0.6898348), (1, 0.14535272), (2, 0.066923715), (3, 0.097888805)]",,
26,"['digitallearning', 'confirm', 'child', 'trust', 'without', 'teacher', 'covid2019', 'workingmom', 'thirdgrade']","[(0, 0.76761407), (1, 0.10432015), (2, 0.051845968), (3, 0.076219805)]",,
27,"['parent', 'stressful', 'teacher', 'responsibility', 'digitallearning', 'article', 'learn', 'break']","[(0, 0.7676125), (1, 0.10432166), (2, 0.051845968), (3, 0.076219805)]",,
28,"['team', 'update', 'computing', 'admin', 'computing', 'business', 'week', 'problem', 'touch', 'teacher', 'keeplearning', 'digitallearning']","[(0, 0.7676107), (1, 0.10432351), (2, 0.051845975), (3, 0.07621982)]",,
29,"['scottish', 'teacher', 'experience', 'service', 'problem', 'gsuite', 'slowness', 'page', 'refuse', 'please', 'contact', 'people', 'using', 'services', 'today', 'edtech', 'scotland', 'digitallearning']","[(0, 0.8125622), (1, 0.0826884), (2, 0.042342227), (3, 0.06240711)]",,
30,"['suddenly', 'shifting', 'college', 'course', 'online', 'demand', 'effort', 'everyone', 'involve', 'burden', 'especially', 'heavy', 'adjunct', 'instructor', 'highered', 'digitallearning']","[(0, 0.68975955), (1, 0.14542787), (2, 0.06692373), (3, 0.0978888)]",,
31,"['suddenly', 'shifting', 'college', 'course', 'online', 'demand', 'effort', 'everyone', 'involve', 'burden', 'especially', 'heavy', 'adjunct', 'instructor', 'highered', 'digitallearning']","[(0, 0.6898554), (1, 0.1453321), (2, 0.0669237), (3, 0.0978888)]",,
32,"['seeing', 'teacher', 'miss', 'worrying', 'student', 'heartbreaking', 'inspire', 'anyone', 'think', 'teacher', 'teach', 'summer', 'know', 'nothing', 'teacher', 'hearts', 'heartsandminds', 'nisdlegends', 'digitallearning', 'nisdhsela']","[(0, 0.7304382), (1, 0.05964521), (2, 0.031030582), (3, 0.17888604)]",,
33,"['teacher', 'try', '-@scigirl_jaz', 'establish', 'socialdistancing', 'digitallearning', 'covid19', 'schoolsout']","[(0, 0.7676121), (1, 0.1043221), (2, 0.051845968), (3, 0.076219805)]",,
34,"['suddenly', 'shifting', 'college', 'course', 'online', 'demand', 'effort', 'everyone', 'involve', 'burden', 'especially', 'heavy', 'adjunct', 'instructor', 'highered', 'digitallearning']","[(0, 0.689777), (1, 0.14541045), (2, 0.06692373), (3, 0.097888805)]",,
35,"['suddenly', 'shifting', 'college', 'course', 'online', 'demand', 'effort', 'everyone', 'involve', 'burden', 'especially', 'heavy', 'adjunct', 'instructor', 'highered', 'digitallearning']","[(0, 0.6899862), (1, 0.14520131), (2, 0.06692365), (3, 0.0978888)]",,
36,"['digitallearning', 'shebbie', 'almost', 'teacher', 'appreciate', 'since', 'available', 'donerman', 'doglife', 'playwithme']","[(0, 0.7675057), (1, 0.104428396), (2, 0.051846065), (3, 0.076219805)]",,
37,"['coworker', 'week', 'already', 'sleeping', 'first', 'lesson', 'load', 'google', 'classroom', 'fire', 'quarantinecats', 'teacher', 'digitallearning', 'nnpsstrong', 'wegotthis']","[(0, 0.7675051), (1, 0.104428984), (2, 0.051846065), (3, 0.076219805)]",,
38,"['teacher', 'frustrate', 'restriction', 'involve', 'search', 'educational', 'video', 'student', 'edchat', 'edleaders', 'digitallearning']","[(0, 0.68760234), (1, 0.070028506), (2, 0.035849586), (3, 0.20651957)]",,
39,"['space', 'booking', 'forget', 'anymore', 'onlineteacher', 'digitallearning']","[(0, 0.68977255), (1, 0.1454149), (2, 0.06692373), (3, 0.097888805)]",,
40,"['devastate', 'teacher', 'student', 'digital', 'learning']","[(0, 0.38673684), (1, 0.3714542), (2, 0.035568576), (3, 0.2062404)]",,
41,"['panic', 'attack', 'thinking', 'possibility', 'position', 'could', 'terminate', 'college', 'decide', 'digital', 'learning', 'hire', 'think', 'apply', 'contract']","[(0, 0.33660144), (1, 0.5358793), (2, 0.051311232), (3, 0.076208025)]",,
42,"['digital', 'learning', 'transform', 'teacher', 'depression', 'absenteeism', 'online', 'school', 'facing', 'issue', 'verge']","[(0, 0.45681322), (1, 0.4387741), (2, 0.04201359), (3, 0.062399093)]",,
43,"['digital', 'learning', 'transform', 'teacher', 'could', 'accurate', 'field', 'call', 'email', 'around', 'clock', 'point', 'hours', 'hours', 'extra', 'effort', 'description', 'still', 'student', 'anger', 'empathy', 'side']","[(0, 0.3867368), (1, 0.37145418), (2, 0.035568573), (3, 0.2062404)]",,
44,"['operation', 'teacher', 'relief', 'storehouse', 'digital', 'learning', 'crisis', 'natural', 'disaster', 'schoolrubric', 'coronavirus', 'digitallearning', 'instructionalvideos', 'learning', 'operationteacherrelief', 'teaching']","[(0, 0.14414977), (1, 0.25949004), (2, 0.5777579), (3, 0.018602338)]",,
45,"['proudteachermoment', 'discuss', 'sociological', 'approach', 'literary', 'criticism', 'student', 'connect', 'social', 'exclusion', 'jonas', 'giver', 'current', 'situation', 'socially', 'exclude', 'people', 'social', 'group', 'exact', 'terms', 'digitallearning']","[(0, 0.16839501), (1, 0.018819511), (2, 0.062744536), (3, 0.75004095)]",,
46,"['certainly', 'appreciate', 'latest', 'piece', 'digital', 'learning', 'coronavirus', 'correct', 'argument', 'local', 'wrong', 'push', 'teacher', 'making', 'lesson', 'optional', 'think', 'things']","[(0, 0.38674903), (1, 0.37149265), (2, 0.1889301), (3, 0.052828196)]",,
47,"['beluga', 'research', 'student', 'search', 'answer', 'threaten', 'world', 'population', 'exhibition', 'project', 'togetherinheart', 'beluga', 'ocean', 'saveouroceans', 'natgeo', 'scienceteacher', 'digitallearning']","[(0, 0.7193625), (1, 0.13957547), (2, 0.011958772), (3, 0.12910329)]",,
48,"['alienate', 'attack', 'public', 'years', 'however', 'wilkinson', 'comment', 'digital', 'learning', 'inconsistent', 'platform', 'teacher', 'adaptable', 'savvy', 'stick', 'union', 'workload', 'hard', 'others']","[(0, 0.45681325), (1, 0.4387741), (2, 0.042013586), (3, 0.062399086)]",,
49,"['grader', 'everyday', 'lookin', 'terrible', 'socialstudiesteacher', 'socialstudies', 'ushistoryteacher', 'ushistory', 'digitallearning']","[(0, 0.14722756), (1, 0.1424138), (2, 0.59331894), (3, 0.11703973)]",,
50,"['morning', '......', 'quick', 'query', 'ffbsunday', 'ffbwednesday', 'yesterday', 'feel', 'today', 'almost', 'teacher8oclockclub', 'digital', 'learning', 'adviser', 'class', 'base', 'group', 'school', 'mieexpert', 'microsofteduk']","[(0, 0.275617), (1, 0.43880498), (2, 0.2231774), (3, 0.06240055)]",,
51,"['spreadsheet', 'digital', 'learning', 'class', 'still', 'miss', 'today', 'teacher', 'waiting']","[(0, 0.45681325), (1, 0.4387741), (2, 0.042013586), (3, 0.062399086)]",,
52,"['digital', 'learning', 'day.i', 'teacher', 'sleep', 'whatever']","[(0, 0.45681325), (1, 0.4387741), (2, 0.042013586), (3, 0.062399086)]",,
53,"['operation', 'teacher', 'relief', 'storehouse', 'digital', 'learning', 'crisis', 'natural', 'disaster', 'schoolrubric', 'coronavirus', 'digitallearning', 'instructionalvideos', 'learning', 'operationteacherrelief', 'teaching']","[(0, 0.14414902), (1, 0.25949138), (2, 0.57775724), (3, 0.018602338)]",,
54,"['therad', 'important', 'show', 'ridiculous', 'university', 'auckland', 'centre', 'learning', 'research', 'higher', 'making', 'digital', 'learning', 'expert', 'redundant', 'literally', 'right', 'everyone', 'desperately', 'need']","[(0, 0.33427143), (1, 0.5890748), (2, 0.030841619), (3, 0.04581218)]",,
55,"['take', 'group', 'bringing', 'total', 'spend', 'start', 'laugh', 'planning', 'confuse', 'state', 'words', 'meaning', 'digitallearning', 'teacherlife']","[(0, 0.2881635), (1, 0.48529437), (2, 0.20567138), (3, 0.020870727)]",,
56,"['superintendent', 'already', 'institute', 'digital', 'learning', 'teacher', 'refuse']","[(0, 0.45681325), (1, 0.43877408), (2, 0.042013586), (3, 0.062399086)]",,
57,"['education', 'hajui', 'child', 'chemolingot', 'turkwel', 'muthomo', 'rural', 'area', 'access', 'digital', 'learning', 'phone', 'teacher', 'stupid', 'comment', 'calling', 'professor']","[(0, 0.45681325), (1, 0.43877408), (2, 0.042013586), (3, 0.062399086)]",,
58,"['article', 'distance', 'learning', 'young', 'student', 'disappear', 'parent', 'return', 'parent', 'digital', 'learning', 'teacher', 'young', 'child', 'either', 'expect', 'community', 'spread', 'school', 'teacher', 'student']","[(0, 0.36990452), (1, 0.3594341), (2, 0.024358436), (3, 0.24630299)]",,
59,"['college', 'still', 'charge', 'tuition', 'digital', 'learning', 'include', 'mater']","[(0, 0.33660144), (1, 0.5358793), (2, 0.051311232), (3, 0.076208025)]",,
60,"['worldwide', 'university', 'nairobi', 'global', 'learning', 'council', 'digitallearning', 'times', 'crisis']","[(0, 0.14108212), (1, 0.72182727), (2, 0.020192072), (3, 0.11689851)]",,
61,"['worldwide', 'university', 'nairobi', 'global', 'learning', 'council', 'digitallearning', 'times', 'crisis']","[(0, 0.14108212), (1, 0.72182727), (2, 0.02019207), (3, 0.11689851)]",,
62,"['would', 'rather', 'making', 'digital', 'learning', 'unless', 'running', 'short', 'nysutchat']","[(0, 0.33660144), (1, 0.5358793), (2, 0.051311232), (3, 0.076208025)]",,
63,"['operation', 'teacher', 'relief', 'storehouse', 'digital', 'learning', 'crisis', 'natural', 'disaster', 'schoolrubric', 'coronavirus', 'digitallearning', 'instructionalvideos', 'learning', 'operationteacherrelief', 'teaching']","[(0, 0.1441503), (1, 0.259489), (2, 0.57775843), (3, 0.018602338)]",,
64,"['depend', 'school', 'senior', 'really', 'digital', 'learning', 'frustrate', 'miss', 'friend', 'teacher']","[(0, 0.45681325), (1, 0.43877408), (2, 0.042013586), (3, 0.062399086)]",,
65,"['write', 'article', 'quick', 'shift', 'digital', 'learning', 'expose', 'exacerbate', 'inequality', 'higher', 'education', 'student', 'fighting', 'amidst', 'pandemic', 'effort', 'commendable']","[(0, 0.27560985), (1, 0.43876535), (2, 0.042013627), (3, 0.24361119)]",,
66,"['student', 'whole', 'digital', 'learning', 'especially', 'child', 'learning', 'disability', 'teacher', 'try', 'hard', 'student', 'still', 'child', 'education.@rondesantisfl']","[(0, 0.29593644), (1, 0.4016296), (2, 0.027217828), (3, 0.27521616)]",,
67,"['never', 'laptop', 'moment', 'digitallearning', 'onlinevivas', 'paruluniversity', 'workfromhome', 'noonecanstopusfromlearning']","[(0, 0.26217127), (1, 0.5791355), (2, 0.12584563), (3, 0.0328476)]",,
68,"['think', 'student', 'instruction', 'student', 'involve', 'digital', 'learning', 'platform', 'phone', 'call', 'teacher', 'lesson']","[(0, 0.33529916), (1, 0.32203346), (2, 0.030837903), (3, 0.31182945)]",,
69,"['super', 'power', 'disruptive', 'learning', 'communications', 'digitallearning', 'gamification', 'gaming', 'onlinelearning', 'communication', 'edtech', 'university', 'digitaltransformation', 'emergingtechnologies', 'education', 'disruption']","[(0, 0.32618806), (1, 0.56910884), (2, 0.04229776), (3, 0.062405303)]",,
70,"['digital', 'learning', 'going', 'learn', 'benadryl', 'nyquil', 'chilren', 'warning', 'label', 'ritalin', 'adderall', 'important', 'jesus', 'christ', 'teacher', 'raise', 'exemption', 'putting', 'bullshit']","[(0, 0.45681322), (1, 0.4387741), (2, 0.04201359), (3, 0.062399093)]",,
71,"['interest', 'question', 'factor', 'digital', 'learning', 'classroom', 'experience', 'social', 'animal', 'equity', 'access', 'parent', 'educational', 'background', 'leading', 'anxiety', 'stress', 'boredom', 'lethargy', 'adjust']","[(0, 0.41503355), (1, 0.47936493), (2, 0.042016722), (3, 0.063584834)]",,
72,"['first', 'event', 'monday', 'april', 'moderate', 'topic', 'digitallearning', 'times', 'crisis', 'details', 'registration']","[(0, 0.35335267), (1, 0.36052635), (2, 0.042413197), (3, 0.24370779)]",,
73,"['operation', 'teacher', 'relief', 'storehouse', 'digital', 'learning', 'crisis', 'natural', 'disaster', 'schoolrubric', 'coronavirus', 'digitallearning', 'instructionalvideos', 'learning', 'operationteacherrelief', 'teaching']","[(0, 0.1441506), (1, 0.2594895), (2, 0.5777576), (3, 0.018602338)]",,
74,"['physical', 'class', 'sessions', 'student', 'listen', 'lecture', 'complete', 'assignment', 'electronically', 'socialize', 'leave', 'early', 'class', 'important', 'distanceeducation', 'onlinelearning', 'digitallearning', 'onlinecourses', 'online', 'college']","[(0, 0.53699166), (1, 0.113040395), (2, 0.052112717), (3, 0.29785523)]",,
75,"['small', 'business', 'homeschool', 'daughter', 'break', 'morning', 'frustrate', 'digital', 'learning', 'miss', 'friend', 'teacher', 'extra', 'gentle', 'tough']","[(0, 0.45681325), (1, 0.4387741), (2, 0.042013586), (3, 0.062399086)]",,
76,"['looking', 'forward', 'joining', 'president', 'discus', 'digital', 'learning', 'times', 'crisis']","[(0, 0.2333406), (1, 0.5249674), (2, 0.035569157), (3, 0.20612289)]",,
77,"['digital', 'learning', 'session', 'teacher', 'refer', 'tupac', 'student', 'store', 'butterfingers', 'lmaoo', 'lesson', 'short']","[(0, 0.3867368), (1, 0.37145418), (2, 0.035568573), (3, 0.2062404)]",,
78,"['teacher', 'unfamiliar', 'online', 'instruction', 'allow', 'practice', 'using', 'system', 'avoid', 'problem', 'pioneer', 'digital', 'policy', 'brief', 'onlinelearning', 'education', 'covid19', 'digitallearning']","[(0, 0.56574374), (1, 0.32952562), (2, 0.042323656), (3, 0.062406927)]",,
79,"['digital', 'learning', 'make', 'study', 'facing', 'problem', 'network', 'teacher', 'continuously', 'working', 'connect', 'teacher', 'connection', 'problem', 'server', 'problem', 'big', 'problem']","[(0, 0.46837088), (1, 0.3221928), (2, 0.030839248), (3, 0.17859706)]",,
80,"['first', 'digital', 'learning', 'never', 'teacher', 'teacher', 'miss']","[(0, 0.60128176), (1, 0.32207862), (2, 0.030838111), (3, 0.045801505)]",,
81,"['miss', 'digitallearning', 'sessions', 'teacher', 'intro', 'turbine', 'basic', 'stack', 'block', 'basic', 'engineer', 'rover', 'wheel', 'intermediate']","[(0, 0.7676141), (1, 0.104320094), (2, 0.051845968), (3, 0.076219805)]",,
82,"['big', 'insult', 'educator', 'wonder', 'consult', 'alone', 'rather', 'subject', 'advisor', 'digital', 'learning', 'expect', 'subject', 'celebritiesarenotteachers']","[(0, 0.33660144), (1, 0.5358793), (2, 0.051311232), (3, 0.076208025)]",,
83,"['really', 'allocate', 'celebrity', 'teach', 'digital', 'learning', 'thingy', 'really', 'throw', 'plate', 'rubbish', 'unemployed', 'teacher', 'face']","[(0, 0.45681325), (1, 0.43877408), (2, 0.04201358), (3, 0.062399086)]",,
84,"['teacher', 'turn', 'classroom', 'lesson', 'plan', 'distance', 'virtual', 'digital', 'learning', 'student', 'weekend', 'streamline', 'content', 'activity', 'student', 'parent', 'could', 'handle', 'amidst', 'crisis']","[(0, 0.295939), (1, 0.4016176), (2, 0.027217919), (3, 0.27522555)]",,
85,"['coping', 'covid-19', 'transition', 'remote', 'teaching', 'stressful', 'already', 'stressful', 'situation', 'practice', 'coronavirus', 'scare', 'navigate', 'switch', 'digital', 'learning']","[(0, 0.20232671), (1, 0.32221484), (2, 0.29710153), (3, 0.17835693)]",,
86,"['social', 'distance', 'sleep', 'normal', 'amount', 'hours', 'panic', 'thinking', 'forget', 'digital', 'learning', 'teacherlife', 'digitallearning']","[(0, 0.32837653), (1, 0.5941598), (2, 0.030978171), (3, 0.04648552)]",,
87,"['podcast', 'crisis', 'schooling', 'coronavirus', 'coronavirususa', 'crisis', 'digitallearning', 'education', 'elearning', 'homeschooling', 'onlineclasses', 'onlinelearning', 'parent', 'parent', 'selfcare', 'teacher', 'teaching', 'virus']","[(0, 0.33694434), (1, 0.33730185), (2, 0.28532565), (3, 0.040428154)]",,
88,"['fighting', 'stigma', 'comment', 'crisis', 'level', 'child', 'access', 'digital', 'learning', 'comment', 'crisis', 'level', 'child', 'access', 'digital', 'america', 'dread', 'university', 'entrance', 'china']","[(0, 0.1785493), (1, 0.7538085), (2, 0.027217858), (3, 0.040424317)]",,
89,"['fighting', 'stigma', 'comment', 'crisis', 'level', 'child', 'access', 'digital', 'learning', 'exam', 'cancel', 'include', 'gcse', 'level', 'america', 'dread', 'university', 'entrance']","[(0, 0.23332885), (1, 0.67827594), (2, 0.035568476), (3, 0.052826684)]",,
90,"['couple', 'teacher', 'first', 'digital', 'learning', 'problama', 'question', 'learning', 'south']","[(0, 0.38673288), (1, 0.52487206), (2, 0.035568446), (3, 0.052826595)]",,
91,"['regrettable', 'south', 'include', 'panel', 'north', 'north', 'expert', 'education', 'postpone', 'reopen', 'higher', 'education', 'institution', 'india', 'reach', 'normalcy', 'people', 'struggle', 'survive', 'digital', 'learning']","[(0, 0.45674062), (1, 0.43884405), (2, 0.042014237), (3, 0.062401075)]",,
92,"['bring', 'story', 'president', 'lincoln', 'assassination', 'world', 'civil', 'washington', 'classroom', 'theatre', 'distance', 'learning', 'program', 'teacherlife', 'digitallearning']","[(0, 0.45290297), (1, 0.45849), (2, 0.03577027), (3, 0.05283677)]",,
93,"['tire', 'playing', 'teacher', 'digital', 'learning', 'degree', 'teacher']","[(0, 0.5401445), (1, 0.3714601), (2, 0.035568524), (3, 0.052826814)]",,
94,"['frustrate', 'thing', 'whole', 'digital', 'learning', 'still', 'teacher', 'student', 'google', 'contact', 'parent', 'classwork', 'beyond', 'parent']","[(0, 0.38673684), (1, 0.3714542), (2, 0.035568576), (3, 0.2062404)]",,
95,"['nephew', 'today', 'going', 'school', 'digital', 'learning', 'watch', 'seeing', 'friend', 'teacher', 'cause', 'move', 'summer', 'fucking', 'suck']","[(0, 0.4568132), (1, 0.4387741), (2, 0.042013586), (3, 0.062399086)]",,
96,"['boiling', 'inside', 'stupid', 'struggle', 'teacher', 'moment', 'veteran', 'teacher', 'retire', 'maybe', 'years', 'learn', 'digital', 'learning', 'thing', 'stupid']","[(0, 0.46832502), (1, 0.45503464), (2, 0.030838251), (3, 0.045802087)]",,
97,"['suddenly', 'shifting', 'college', 'course', 'online', 'demand', 'effort', 'everyone', 'involve', 'burden', 'especially', 'heavy', 'adjunct', 'instructor', 'highered', 'digitallearning']","[(0, 0.68980986), (1, 0.14537764), (2, 0.06692372), (3, 0.09788881)]",,
98,"['suddenly', 'shifting', 'college', 'course', 'online', 'demand', 'effort', 'everyone', 'involve', 'burden', 'especially', 'heavy', 'adjunct', 'instructor', 'highered', 'digitallearning']","[(0, 0.68977976), (1, 0.14540768), (2, 0.06692373), (3, 0.09788881)]",,
99,"['shout', 'teacher', 'killing', 'digitallearning', 'distancelearning']","[(0, 0.7676174), (1, 0.104316756), (2, 0.051845968), (3, 0.076219805)]",,
100,"['college', 'seemingly', 'transition', 'smoothly', 'digital', 'learning', 'digital', 'divide', 'limitation', 'technology', 'still', 'factor', 'latest', 'report', 'people', 'respond', 'coronavirus', 'crisis']","[(0, 0.29582593), (1, 0.5191801), (2, 0.14456713), (3, 0.04042679)]",,
101,"['virtual', 'meeting', 'black', 'student', 'interrupt', 'racist', 'slur', 'meeting', 'young', 'black', 'university', 'texas', 'interrupt', 'visitor', 'log', 'start', 'using', 'racial', 'slur', 'highlight', 'concern', 'security', 'digital', 'learning', 'zoombombed']","[(0, 0.20229782), (1, 0.45506322), (2, 0.16383217), (3, 0.17880675)]",,
102,"['yikes', 'teacher', 'negative', 'frustrate', 'experience', 'digital', 'learning', 'convince', 'digital', 'learning', 'value', 'chaotic', 'unmanageable']","[(0, 0.33529758), (1, 0.5880638), (2, 0.030837856), (3, 0.045800753)]",,
103,"['avoid', 'information', 'overload', 'teaching', 'distance', 'distancelearning', 'student', 'teacher', 'teaching', 'digitallearning', 'elearning', 'homeschooling', 'covid19pandemic', 'edtech', 'edchat', 'expandingminds', 'keepingkidsbusy']","[(0, 0.41830975), (1, 0.06053822), (2, 0.34224963), (3, 0.17890242)]",,
104,"['ohhhh', 'teacher', 'wanna', 'teach', 'digital', 'learning']","[(0, 0.45681325), (1, 0.43877408), (2, 0.042013586), (3, 0.062399086)]",,
105,"['grader', 'hate', 'digital', 'learning', 'week', 'love', 'school', 'teach', 'teacher', 'bust', 'provide', 'content', 'freak', 'rockstar', 'barely', 'email', 'apologise', 'understand']","[(0, 0.38680068), (1, 0.3716712), (2, 0.18869524), (3, 0.052832868)]",,
106,"['fear', 'coronavirus', 'teacher', 'syrian', 'refugee', 'adapt', 'syria', 'teacher', 'switching', 'digital', 'learning', 'using', 'whatsapp', 'communicate', 'lesson', 'student', 'atmeh', 'turkish', 'border']","[(0, 0.41334683), (1, 0.28426385), (2, 0.14455341), (3, 0.15783589)]",,
107,"['fear', 'coronavirus', 'teacher', 'syrian', 'refugee', 'adapt', 'teacher', 'switching', 'digital', 'learning', 'using', 'whatsapp', 'communicate', 'lesson', 'student', 'atmeh', 'turkish', 'border', 'haaretz']","[(0, 0.41334683), (1, 0.28426388), (2, 0.14455336), (3, 0.1578359)]",,
