,comparison,t_stat,p_val,cohens_d
0,text_blob_polarity,21.559140299490874,6.157908142491816e-103,0.11016245592065448
1,text_blob_subjectivity,13.603067613158121,4.059600166543801e-42,0.0693050716661591
