,comparison,t_stat,p_val,cohens_d
0,vader_pos,19.07537790915238,5.009635166997136e-81,0.09743084135179114
1,vader_neu,-11.685434980473003,1.5597742689214626e-31,-0.059580145030611535
2,vader_neg,-7.941682079063802,2.0077869923180788e-15,-0.04043532460377301
3,vader_com,18.48440307958335,3.32995200362863e-76,0.0941099314522574
